id,subfield,subfield_name,title,first_author,venue,year,tier,arxiv_id,doi,url,one_line_summary
V2-483,8,通用时序架构创新,MambaSL: Exploring Single-Layer Mamba for Time Series Classification,Yoo-Min Jung,ICLR 2026,2026,CCF-A,2604.15174,,https://arxiv.org/abs/2604.15174,提出单层 Mamba 框架 MambaSL：按 4 个分类假设最小化重设计选择性 SSM 与投影层，并在 30 个 UEA 数据集统一协议下重评 20 基线。
V2-484,8,通用时序架构创新,Locally Linear Continual Learning for Time Series based on VC-Theoretical Generalization Bounds,Yan V. G. Ferreira,TPAMI,2026,CCF-A,2603.13674,10.1109/TPAMI.2026.3672726,https://arxiv.org/abs/2603.13674,提出可解释持续学习模型 SyMPLER：基于 VC 理论泛化界的动态分段线性回归，按预测误差自动决定何时新增局部模型。
V2-485,8,通用时序架构创新,Routing Channel-Patch Dependencies in Time Series Forecasting with Graph Spectral Decomposition,Dongyuan Li,ICLR 2026,2026,CCF-A,2603.13702,,https://arxiv.org/abs/2603.13702,针对通道独立与通道依赖策略难以自适应平衡的问题，提出通用插件 xCPD：图谱分解视角自适应建模通道-分块依赖。
V2-486,8,通用时序架构创新,FreqCycle: A Multi-Scale Time-Frequency Analysis Method for Time Series Forecasting,Boya Zhang,AAAI 2026,2026,CCF-A,2603.09661,10.1609/aaai.v40i33.40042,https://arxiv.org/abs/2603.09661,针对深度模型忽视中高频成分的问题，提出 FreqCycle：滤波增强周期预测模块+分段频域模式学习，并处理耦合多周期性。
V2-487,8,通用时序架构创新,SEMixer: Semantics Enhanced MLP-Mixer for Multiscale Mixing and Long-term Time Series Forecasting,Xu Zhang,WWW 2026,2026,CCF-A,2602.16220,10.1145/3774904.3792639,https://arxiv.org/abs/2602.16220,针对多尺度语义鸿沟与冗余噪声的问题，提出轻量模型 SEMixer：随机注意力机制+多尺度渐进混合链增强 MLP-Mixer。
V2-488,8,通用时序架构创新,Decentralized Attention Fails Centralized Signals: Rethinking Transformers for Medical Time Series,Guoqi Yu,ICLR 2026,2026,CCF-A,2602.18473,,https://arxiv.org/abs/2602.18473,指出医疗时序信号中心化与 Transformer 注意力去中心化的结构失配，提出核心 token 聚合-再分配机制 CoTAR 建模全局同步。
V2-489,8,通用时序架构创新,A Lightweight Sparse Interaction Network for Time Series Forecasting,Xu Zhang,AAAI 2025,2025,CCF-A,2602.01585,10.1609/aaai.v39i12.33452,https://arxiv.org/abs/2602.01585,针对线性模型隐式时间交互不足的问题，提出轻量稀疏交互网络 LSINet：稀疏诱导伯努利分布学习重要时步连接+自适应正则。
V2-490,8,通用时序架构创新,PaAno: Patch-Based Representation Learning for Time-Series Anomaly Detection,Jinju Park,ICLR 2026,2026,CCF-A,2602.01359,,https://arxiv.org/abs/2602.01359,针对大模型异常检测代价高且严谨评测下增益有限的问题，提出轻量方法 PaAno：1D CNN 分块嵌入+三元组与前置任务联合训练。
V2-491,8,通用时序架构创新,"EVEREST: An Evidential, Tail-Aware Transformer for Rare-Event Time-Series Forecasting",Antanas Zilinskas,ICLR 2026,2026,CCF-A,2601.19022,,https://arxiv.org/abs/2601.19022,提出罕见事件概率预测 Transformer EVEREST：注意力瓶颈+证据头（NIG 不确定性）+广义 Pareto 尾部风险头+前兆检测头联合优化。
V2-492,8,通用时序架构创新,XLinear: A Lightweight and Accurate MLP-Based Model for Long-Term Time Series Forecasting with Exogenous Inputs,Xinyang Chen,AAAI 2026,2026,CCF-A,2601.09237,10.1609/aaai.v40i24.39121,https://arxiv.org/abs/2601.09237,针对外生变量单向影响内生动态的问题，提出轻量 MLP 模型 XLinear，高效利用时间维与相关外生输入的信号。
V2-493,8,通用时序架构创新,IdealTSF: Can Non-Ideal Data Contribute to Enhancing the Performance of Time Series Forecasting Models?,Hua Wang,AAAI 2026,2026,CCF-A,2512.05442,10.48550/arXiv.2512.05442,https://arxiv.org/abs/2512.05442,提出 IdealTSF：利用缺失/异常等非理想负样本，经预训练-训练-对抗负优化三步整合正负样本增强预测。
V2-494,8,通用时序架构创新,IBMA: An Imputation-Based Mixup Augmentation Using Self-Supervised Learning for Time Series Data,Dang Nha Nguyen,AAAI 2025,2025,CCF-A,2511.07930,,https://arxiv.org/abs/2511.07930,提出插补式 Mixup 增广 IBMA：自监督插补增广数据与 Mixup 结合，在 DLinear/TimesNet/iTransformer 上一致提升。
V2-495,8,通用时序架构创新,EMAformer: Enhancing Transformer through Embedding Armor for Time Series Forecasting,Zhiwei Zhang,AAAI 2026,2026,CCF-A,2511.08396,10.48550/arXiv.2511.08396,https://arxiv.org/abs/2511.08396,将 iTransformer 落后归因于通道间关系不稳定，提出 EMAformer：全局稳定/相位敏感/跨轴特异三种归纳偏置的辅助嵌入套件。
V2-496,8,通用时序架构创新,CometNet: Contextual Motif-guided Long-term Time Series Forecasting,Weixu Wang,AAAI 2026,2026,CCF-A,2511.08049,10.48550/arXiv.2511.08049,https://arxiv.org/abs/2511.08049,针对回看窗受限的问题，提出 CometNet：上下文 motif 提取模块从历史识别主导重现模式，motif 引导预测超越有限窗口。
V2-497,8,通用时序架构创新,Predicting the Future by Retrieving the Past,Dazhao Du,AAAI 2026,2026,CCF-A,2511.05859,10.48550/arXiv.2511.05859,https://arxiv.org/abs/2511.05859,针对模型推理时无法显式访问全局历史的问题，提出 PFRP：全局记忆库存储历史模式，检索相似模式自适应融合局部预测。
V2-498,8,通用时序架构创新,Abstain Mask Retain Core: Time Series Prediction by Adaptive Masking Loss with Representation Consistency,Renzhao Liang,NeurIPS 2025,2025,CCF-A,2510.19980,10.48550/arXiv.2510.19980,https://arxiv.org/abs/2510.19980,揭示适当截断历史反而提升精度的现象，基于信息瓶颈提出 AMRC：动态掩码损失+表示一致性约束抑制冗余特征。
V2-499,8,通用时序架构创新,Characteristic Root Analysis and Regularization for Linear Time Series Forecasting,Zheng Wang,ICLR 2026,2026,CCF-A,2509.23597,,https://arxiv.org/abs/2509.23597,对线性预测模型做特征根系统分析：证明特征根支配长期行为、噪声导致伪根，据此提出正则化与数据缩放准则。
V2-500,8,通用时序架构创新,STM3: Mixture of Multiscale Mamba for Long-Term Spatio-Temporal Time-Series Prediction,Haolong Chen,KDD 2026,2026,CCF-A,2508.12247,,https://arxiv.org/abs/2508.12247,针对长期时空依赖多尺度难提取的问题，提出 STM3：解耦 MoE 内嵌多尺度 Mamba+自适应图因果网络+稳定路由与因果对比学习。
V2-501,8,通用时序架构创新,FlowState: Sampling-Rate-Equivariant Time-Series Forecasting,Lars Graf,ICML 2026,2026,CCF-A,2508.05287,,https://arxiv.org/abs/2508.05287,提出采样率等变 TSFM FlowState：SSM 编码器+函数基解码器实现连续时间建模，免重训泛化到任意时间分辨率与预测时距。
V2-502,8,通用时序架构创新,Revitalizing Canonical Pre-Alignment for Irregular Multivariate Time Series Forecasting,Ziyu Zhou,AAAI 2026,2026,CCF-A,2508.01971,10.48550/arXiv.2508.01971,https://arxiv.org/abs/2508.01971,针对规范预对齐零填充计算开销大的问题，提出 KAFNet：预卷积+核化注意力妥善处理预对齐序列，超越绕开 CPA 的图模型。
V2-503,8,通用时序架构创新,C3RL: Rethinking the Combination of Channel-independence and Channel-mixing from Representation Learning,Shusen Ma,AAAI 2026,2026,CCF-A,2507.17454,10.48550/arXiv.2507.17454,https://arxiv.org/abs/2507.17454,针对通道独立与通道混合各有缺陷的问题，提出 C3RL：两策略输入互为转置视图的孪生对比表示学习框架自适应加权联合优化。
V2-504,8,通用时序架构创新,Time Series Forecasting Through the Lens of Dynamics,Alexis-Raja Brachet,ICML 2026,2026,CCF-A,2507.15774,,https://arxiv.org/abs/2507.15774,提出 PRO-DYN 命名法从动力学视角剖析预测模型：欠佳架构仅部分学习动力学且动力学块位置至关重要，给出插件式设计准则。
V2-505,8,通用时序架构创新,TAT: Temporal-Aligned Transformer for Multi-Horizon Peak Demand Forecasting,Zhiyuan Zhao,KDD 2025,2025,CCF-A,2507.10349,,https://arxiv.org/abs/2507.10349,针对高峰销售事件需求峰值预测难的问题，提出 TAT：编解码器嵌入时间对齐注意力，利用节日/促销等先验已知上下文变量。
V2-506,8,通用时序架构创新,"Towards Robust Real-World Multivariate Time Series Forecasting: A Unified Framework for Dependency, Asynchrony, and Missingness",Jinkwan Jang,ICLR 2026,2026,CCF-A,2506.08660,,https://arxiv.org/abs/2506.08660,针对通道依赖、采样异步与缺失需同时处理的问题，提出 ChannelTokenFormer：显式建模跨通道交互并容纳通道级异步采样与测试期缺失块。
V2-507,8,通用时序架构创新,Weight-Space Linear Recurrent Neural Networks,Roussel Desmond Nzoyem,ICLR 2026,2026,CCF-A,2506.01153,,https://arxiv.org/abs/2506.01153,提出权重空间线性 RNN WARP：隐状态显式参数化为辅助网络的权重偏置，以输入差分驱动递归，支持免梯度测试时适配与上下文学习。
V2-508,8,通用时序架构创新,A Dynamic Stiefel Graph Neural Network for Efficient Spatio-Temporal Time Series Forecasting,Jiankai Zheng,IJCAI 2025,2025,CCF-A,2506.00798,10.48550/arXiv.2506.00798,https://arxiv.org/abs/2506.00798,针对动态时空图建模难以兼顾效果与效率的问题，提出 DST-SGNN：Stiefel 流形约束的图谱卷积+线性动态图优化降低复杂度。
V2-509,8,通用时序架构创新,Rotary Masked Autoencoders are Versatile Learners,Uros Zivanovic,NeurIPS 2025,2025,CCF-A,2505.20535,10.48550/arXiv.2505.20535,https://arxiv.org/abs/2505.20535,提出 RoMAE：以旋转位置编码扩展掩码自编码器支持连续多维位置，无需时序专用改造即可处理不规则多元时序并跨模态通用。
V2-510,8,通用时序架构创新,Time-o1: Time-Series Forecasting Needs Transformed Label Alignment,Hao Wang,NeurIPS 2025,2025,CCF-A,2505.17847,,https://arxiv.org/abs/2505.17847,针对时序 MSE 的标签自相关与任务数爆炸问题，提出 Time-o1：将标签序列变换为去相关分量并对齐最显著成分的学习目标。
V2-511,8,通用时序架构创新,Sonnet: Spectral Operator Neural Network for Multivariable Time Series Forecasting,Yuxuan Shu,AAAI 2026,2026,CCF-A,2505.15312,10.48550/arXiv.2505.15312,https://arxiv.org/abs/2505.15312,提出谱算子网络 Sonnet：可学习小波变换+Koopman 算子谱分析，多变量相干注意力 MVCA 建模变量依赖，47 任务中 34 项最优。
V2-512,8,通用时序架构创新,FilterTS: Comprehensive Frequency Filtering for Multivariate Time Series Forecasting,Yulong Wang,AAAI 2025,2025,CCF-A,2505.04158,10.1609/aaai.v39i20.35438,https://arxiv.org/abs/2505.04158,提出频域滤波模型 FilterTS：动态跨变量滤波模块以其他变量为滤波器强化共享频率成分+静态全局滤波捕捉稳定成分。
V2-513,8,通用时序架构创新,Times2D: Multi-Period Decomposition and Derivative Mapping for General Time Series Forecasting,Reza Nematirad,AAAI 2025,2025,CCF-A,2504.00118,10.1609/aaai.v39i18.34164,https://arxiv.org/abs/2504.00118,提出 Times2D：频域周期分解块转 2D 张量+一二阶导数热图捕捉突变与拐点+聚合预测块，处理复杂时间变率。
V2-514,8,通用时序架构创新,TimePFN: Effective Multivariate Time Series Forecasting with Synthetic Data,Ege Onur Taga,AAAI 2025,2025,CCF-A,2502.16294,10.48550/arXiv.2502.16294,https://arxiv.org/abs/2502.16294,提出 TimePFN：以多样高斯过程核与线性共区域化生成合成多元时序做先验拟合网络训练，零样本/少样本预测最优。
V2-515,8,通用时序架构创新,TimeDistill: Efficient Long-Term Time Series Forecasting with MLP via Cross-Architecture Distillation,Juntong Ni,KDD 2026,2026,CCF-A,2502.15016,10.1145/3770854.3780218,https://arxiv.org/abs/2502.15016,提出跨架构蒸馏框架 TimeDistill：将 Transformer/CNN 的多尺度多周期模式蒸馏到轻量 MLP，可解释为特殊 mixup，推理快 7 倍。
V2-516,8,通用时序架构创新,VarDrop: Enhancing Training Efficiency by Reducing Variate Redundancy in Periodic Time Series Forecasting,Junhyeok Kang,AAAI 2025,2025,CCF-A,2501.14183,10.1609/aaai.v39i17.33951,https://arxiv.org/abs/2501.14183,针对变量 token 自注意力二次开销的问题，提出 VarDrop：k 主频哈希分组相似周期变量，分层采样代表 token 降训练成本。
V2-517,8,通用时序架构创新,LLM-Augmented Stiefel Graph Neural Networks for Zero-Shot Spatio-Temporal Forecasting,Jiankai Zheng,TKDE,2026,CCF-A,,10.1109/TKDE.2026.3689935,https://doi.org/10.1109/TKDE.2026.3689935,针对图与语言建模优劣互补的问题，提出 LAD-SGNN：Stiefel 流形上的谱图卷积结合 LLM 增强，实现零样本时空预测。
V2-518,8,通用时序架构创新,TriFusNet: A Triple-Fusion Convolutional Network for Multivariate Time Series Classification,Wenhan Liu,TKDE,2026,CCF-A,,10.1109/TKDE.2026.3679706,https://doi.org/10.1109/TKDE.2026.3679706,针对多元时序分类中变量专属与共享特征并存的问题，提出 TriFusNet：标准/深度/共享核卷积并行+输入/中间/输出三级融合。
V2-519,8,通用时序架构创新,FreqEvo: Enhancing Time Series Forecasting With Multi-Level Frequency Domain Feature Extraction,Guohong Wang,TKDE,2026,CCF-A,,10.1109/TKDE.2025.3632365,https://doi.org/10.1109/TKDE.2025.3632365,针对 Transformer 难处理非平稳成分的问题，提出轻量频域增强模块 FreqEvo：由高到低幅值渐进滤波+递归傅里叶残差与跨域注意力。
V2-520,8,通用时序架构创新,LaGraph: Laplacian-Guided Graph Learning for Time Series Anomaly Detection,Shicong Zeng,TKDE,2026,CCF-A,,10.1109/TKDE.2026.3665696,https://doi.org/10.1109/TKDE.2026.3665696,针对图异常检测忽视时间邻近与噪声连接的问题，提出 LaGraph：专家分解+拉普拉斯引导的邻近增强图卷积与掩码优化注意力。
V2-521,8,通用时序架构创新,Amplitude–Phase Reconstruction for Non-Stationary Time-Series Forecasting,Hao Liu,TKDE,2026,CCF-A,,10.1109/TKDE.2026.3701273,https://doi.org/10.1109/TKDE.2026.3701273,针对频域方法不建模幅相交互、假设全局谱结构一致的问题，提出幅相重构网络 APRNet，从时间与通道视角建模谱漂移。
V2-522,8,通用时序架构创新,A Dynamic-Causal Lens of Stock Interactions: Graph Modeling From Symbolic Movement Patterns,Haotian Liu,TKDE,2026,CCF-A,,10.1109/TKDE.2025.3638410,https://doi.org/10.1109/TKDE.2025.3638410,针对相关性图无法揭示方向性且静态图忽视演化的问题，提出 DC-GNN：从符号化运动模式发现因果交互并动态建模股票图结构。
V2-523,8,通用时序架构创新,EnsDiffAD: Ensemble Diffusion Models for Multivariate Time Series Anomaly Detection,Q. Ma,TKDE,2026,CCF-A,,10.1109/TKDE.2026.3708334,https://doi.org/10.1109/TKDE.2026.3708334,针对变量间依赖与分布漂移下单模型泛化不足的问题，提出集成扩散框架 EnsDiffAD 及解耦变量-时间纠缠的 TiT-Diffusion 架构。
